celebrity_name,season,week,average_score
Reginald VelJohnson,33,3,5.25
Anna Delvey,33,3,0.0
Tori Spelling,33,3,0.0
Danny Amendola,33,4,9.0
Joey Graziadei,33,4,9.0
Stephen Nedoroscik,33,4,8.25
Brooks Nader,33,4,8.0
Chandler Kinney,33,4,8.0
Ilona Maher,33,4,8.0
Jenn Tran,33,4,8.0
Phaedra Parks,33,4,8.0
Dwight Howard ,33,4,7.25
Anna Delvey,33,4,0.0
Eric Roberts,33,4,0.0
Reginald VelJohnson,33,4,0.0
Tori Spelling,33,4,0.0
Chandler Kinney,33,5,9.0
Ilona Maher,33,5,8.666666666666666
Joey Graziadei,33,5,8.666666666666666
Danny Amendola,33,5,8.5
Jenn Tran,33,5,8.5
Dwight Howard ,33,5,8.0
Phaedra Parks,33,5,8.0
Stephen Nedoroscik,33,5,8.0
Anna Delvey,33,5,0.0
Brooks Nader,33,5,0.0
Eric Roberts,33,5,0.0
Reginald VelJohnson,33,5,0.0
Tori Spelling,33,5,0.0
Chandler Kinney,33,6,10.666666666666666
Joey Graziadei,33,6,10.666666666666666
Dwight Howard ,33,6,10.333333333333334
Jenn Tran,33,6,10.333333333333334
Danny Amendola,33,6,9.333333333333334
Stephen Nedoroscik,33,6,9.333333333333334
Ilona Maher,33,6,8.0
Anna Delvey,33,6,0.0
Brooks Nader,33,6,0.0
Eric Roberts,33,6,0.0
Phaedra Parks,33,6,0.0
Reginald VelJohnson,33,6,0.0
Tori Spelling,33,6,0.0
Chandler Kinney,33,7,10.0
Joey Graziadei,33,7,9.166666666666666
Stephen Nedoroscik,33,7,9.0
Ilona Maher,33,7,8.666666666666666
Danny Amendola,33,7,8.5
Dwight Howard ,33,7,8.0
Anna Delvey,33,7,0.0
Brooks Nader,33,7,0.0
Eric Roberts,33,7,0.0
Jenn Tran,33,7,0.0
Phaedra Parks,33,7,0.0
Reginald VelJohnson,33,7,0.0
Tori Spelling,33,7,0.0
Chandler Kinney,33,8,9.666666666666666
Joey Graziadei,33,8,9.666666666666666
Ilona Maher,33,8,9.5
Danny Amendola,33,8,9.0
Stephen Nedoroscik,33,8,8.833333333333334
Anna Delvey,33,8,0.0
Brooks Nader,33,8,0.0
Dwight Howard ,33,8,0.0
Eric Roberts,33,8,0.0
Jenn Tran,33,8,0.0
Phaedra Parks,33,8,0.0
Reginald VelJohnson,33,8,0.0
Tori Spelling,33,8,0.0
Chandler Kinney,33,9,10.0
Joey Graziadei,33,9,9.833333333333334
Stephen Nedoroscik,33,9,9.833333333333334
Ilona Maher,33,9,9.5
Danny Amendola,33,9,9.333333333333334
Anna Delvey,33,9,0.0
Brooks Nader,33,9,0.0
Dwight Howard ,33,9,0.0
Eric Roberts,33,9,0.0
Jenn Tran,33,9,0.0
Phaedra Parks,33,9,0.0
Reginald VelJohnson,33,9,0.0
Tori Spelling,33,9,0.0
Robert Irwin,34,1,7.5
Whitney Leavitt,34,1,7.5
Hilaria Baldwin,34,1,7.0
Alix Earle,34,1,6.5
Lauren Jauregui,34,1,6.5
Danielle Fishel,34,1,6.0
Elaine Hendrix,34,1,6.0
Jen Affleck,34,1,6.0
Baron Davis,34,1,5.0
Dylan Efron,34,1,5.0
Jordan Chiles,34,1,5.0
Scott Hoying,34,1,5.0
Andy Richter,34,1,4.5
Corey Feldman,34,1,4.5
Robert Irwin,34,10,9.833333333333334
Alix Earle,34,10,9.666666666666666
Whitney Leavitt,34,10,9.666666666666666
Elaine Hendrix,34,10,9.5
Jordan Chiles,34,10,9.5
Dylan Efron,34,10,9.166666666666666
Andy Richter,34,10,0.0
Baron Davis,34,10,0.0
Corey Feldman,34,10,0.0
Danielle Fishel,34,10,0.0
Hilaria Baldwin,34,10,0.0
Jen Affleck,34,10,0.0
Lauren Jauregui,34,10,0.0
Scott Hoying,34,10,0.0
Alix Earle,34,11,10.0
Jordan Chiles,34,11,9.888866666666667
Robert Irwin,34,11,9.888866666666667
Dylan Efron,34,11,9.777733333333334
Elaine Hendrix,34,11,9.6666
Andy Richter,34,11,0.0
Baron Davis,34,11,0.0
Corey Feldman,34,11,0.0
Danielle Fishel,34,11,0.0
Hilaria Baldwin,34,11,0.0
Jen Affleck,34,11,0.0
Lauren Jauregui,34,11,0.0
Scott Hoying,34,11,0.0
Whitney Leavitt,34,11,0.0
Jen Affleck,34,2,7.333333333333333
Jordan Chiles,34,2,7.333333333333333
Robert Irwin,34,2,7.333333333333333
Whitney Leavitt,34,2,7.333333333333333
Alix Earle,34,2,7.0
Elaine Hendrix,34,2,7.0
Hilaria Baldwin,34,2,7.0
Lauren Jauregui,34,2,7.0
Dylan Efron,34,2,6.666666666666667
Danielle Fishel,34,2,6.333333333333333
Baron Davis,34,2,6.0
Scott Hoying,34,2,6.0
Andy Richter,34,2,5.333333333333333
Corey Feldman,34,2,5.0
Jordan Chiles,34,3,8.0
Whitney Leavitt,34,3,8.0
Alix Earle,34,3,7.666666666666667
Dylan Efron,34,3,7.666666666666667
Hilaria Baldwin,34,3,7.333333333333333
Robert Irwin,34,3,7.333333333333333
Scott Hoying,34,3,7.333333333333333
Danielle Fishel,34,3,7.0
Elaine Hendrix,34,3,7.0
Jen Affleck,34,3,6.333333333333333
Andy Richter,34,3,6.0
Lauren Jauregui,34,3,6.0
Baron Davis,34,3,0.0
Corey Feldman,34,3,0.0
Whitney Leavitt,34,4,8.333333333333334
Alix Earle,34,4,8.0
Elaine Hendrix,34,4,8.0
Jordan Chiles,34,4,8.0
Dylan Efron,34,4,7.666666666666667
Hilaria Baldwin,34,4,7.666666666666667
Jen Affleck,34,4,7.666666666666667
Robert Irwin,34,4,7.333333333333333
Danielle Fishel,34,4,7.0
Scott Hoying,34,4,7.0
Andy Richter,34,4,6.0
Baron Davis,34,4,0.0
Corey Feldman,34,4,0.0
Lauren Jauregui,34,4,0.0
Dylan Efron,34,5,9.0
Alix Earle,34,5,8.75
Robert Irwin,34,5,8.75
Whitney Leavitt,34,5,8.25
Jordan Chiles,34,5,8.0
Elaine Hendrix,34,5,7.5
Scott Hoying,34,5,7.5
Danielle Fishel,34,5,7.25
Jen Affleck,34,5,7.25
Andy Richter,34,5,6.0
Baron Davis,34,5,0.0
Corey Feldman,34,5,0.0
Hilaria Baldwin,34,5,0.0
Lauren Jauregui,34,5,0.0
Jordan Chiles,34,6,9.75
Whitney Leavitt,34,6,9.75
Danielle Fishel,34,6,9.0
Elaine Hendrix,34,6,9.0
Robert Irwin,34,6,9.0
Alix Earle,34,6,8.75
Dylan Efron,34,6,8.0
Jen Affleck,34,6,8.0
Scott Hoying,34,6,7.0
Andy Richter,34,6,6.75
Baron Davis,34,6,0.0
Corey Feldman,34,6,0.0
Hilaria Baldwin,34,6,0.0
Lauren Jauregui,34,6,0.0
Alix Earle,34,7,10.75
Whitney Leavitt,34,7,10.5
Robert Irwin,34,7,10.25
Dylan Efron,34,7,9.5
Jordan Chiles,34,7,9.5
Danielle Fishel,34,7,8.75
Jen Affleck,34,7,8.5
Elaine Hendrix,34,7,8.0
Andy Richter,34,7,7.25
Baron Davis,34,7,0.0
Corey Feldman,34,7,0.0
Hilaria Baldwin,34,7,0.0
Lauren Jauregui,34,7,0.0
Scott Hoying,34,7,0.0
Whitney Leavitt,34,8,9.875
Jordan Chiles,34,8,9.75
Alix Earle,34,8,9.625
Dylan Efron,34,8,9.5
Robert Irwin,34,8,9.5
Elaine Hendrix,34,8,9.375
Danielle Fishel,34,8,9.25
Andy Richter,34,8,8.5
Baron Davis,34,8,0.0
Corey Feldman,34,8,0.0
Hilaria Baldwin,34,8,0.0
Jen Affleck,34,8,0.0
Lauren Jauregui,34,8,0.0
Scott Hoying,34,8,0.0
Dylan Efron,34,9,10.5
Robert Irwin,34,9,10.5
Whitney Leavitt,34,9,10.5
Alix Earle,34,9,10.0
Jordan Chiles,34,9,9.75
Elaine Hendrix,34,9,9.0
Andy Richter,34,9,7.25
Baron Davis,34,9,0.0
Corey Feldman,34,9,0.0
Danielle Fishel,34,9,0.0
Hilaria Baldwin,34,9,0.0
Jen Affleck,34,9,0.0
Lauren Jauregui,34,9,0.0
Scott Hoying,34,9,0.0
